0.697959183,New Point
0.816326530,New Point
0.908163265,New Point
1.006122448,New Point
1.561224489,New Point
1.665306122,New Point
2.253061224,New Point
3.346938775,New Point
3.461224489,New Point
4.008163265,New Point
4.159183673,New Point
5.626530612,New Point
5.726530612,New Point
6.057142857,New Point
6.979591836,New Point
7.165306122,New Point
8.289795918,New Point
8.714285714,New Point
9.985714285,New Point
11.028571428,New Point
11.157142857,New Point
11.624489795,New Point
11.763265306,New Point
11.838775510,New Point
12.026530612,New Point
12.116326530,New Point
13.353061224,New Point
13.477551020,New Point
14.759183673,New Point
14.900000000,New Point
15.114285714,New Point
15.234693877,New Point
15.681632653,New Point
15.853061224,New Point
15.936734693,New Point
16.018367346,New Point
16.597959183,New Point
17.291836734,New Point
19.167346938,New Point
19.283673469,New Point
20.148979591,New Point
20.893877551,New Point
21.116326530,New Point
21.975510204,New Point
22.069387755,New Point
24.630612244,New Point
24.714285714,New Point
25.344897959,New Point
26.785714285,New Point
26.912244897,New Point
27.326530612,New Point
27.922448979,New Point
28.063265306,New Point
28.242857142,New Point
28.369387755,New Point
28.548979591,New Point
30.622448979,New Point
30.869387755,New Point
31.004081632,New Point
31.838775510,New Point
31.963265306,New Point
32.079591836,New Point
32.189795918,New Point
32.524489795,New Point
33.297959183,New Point
33.587755102,New Point
35.518367346,New Point
35.673469387,New Point
35.753061224,New Point
35.853061224,New Point
36.602040816,New Point
36.753061224,New Point
36.969387755,New Point
37.142857142,New Point
37.985714285,New Point
38.257142857,New Point
38.414285714,New Point
38.530612244,New Point
40.028571428,New Point
40.346938775,New Point
40.487755102,New Point
