0.773514739,0.8,0.101587301,New Point
0.885714285,1.8,0.473469387
1.373469387,1.8,0.073469387
1.452698412,0.8,0.047165532,New Point
1.504217687,0.8,0.081269841,New Point
1.587392290,0.8,0.052879818,New Point
1.641269841,0.8,0.081315192,New Point
1.729160997,0.8,0.088526077,New Point
1.822040816,0.8,0.056598639,New Point
1.885170068,0.8,0.050068027,New Point
1.937414965,0.8,0.031201814,New Point
2.024489795,0.8,0.150929705,New Point
2.184126984,0.8,0.097233560,New Point
2.290068027,0.8,0.058049886,New Point
2.351020408,0.8,0.072562358,New Point
2.426485260,0.8,0.153832199,New Point
2.583219954,0.8,0.105941043,New Point
2.726530612,1.3,0.182653061
2.918458049,0.8,0.265578231,New Point
3.185487528,0.8,0.146575963,New Point
3.332063492,0.8,0.081269841,New Point
3.417687074,0.8,0.089977324,New Point
3.861224489,-0.2,0.295918367
4.204988662,0.8,0.067482993,New Point
4.272471655,0.8,0.119727891,New Point
4.394376417,0.8,0.109569160,New Point
4.577233560,0.8,0.177052154,New Point
4.755011337,0.8,0.088526077,New Point
4.844988662,0.8,0.041360544,New Point
4.996643990,0.8,0.037732426,New Point
5.037278911,0.8,0.092879818,New Point
5.133061224,0.8,0.188662131,New Point
5.321723356,0.8,0.105941043,New Point
5.430566893,0.8,0.075464852,New Point
5.629387755,0.8,0.063854875,New Point
5.696145124,0.8,0.060952380,New Point
5.761451247,0.8,0.068208616,New Point
5.928344671,0.8,0.108843537,New Point
6.114285714,-0.2,0.374489795
6.498684807,0.8,0.087074829,New Point
6.591564625,0.8,0.066757369,New Point
6.662675736,0.8,0.075464852,New Point
6.759183673,0.8,0.191836734
6.970408163,1.3,0.216326530
7.196734693,0.8,0.137868480,New Point
7.336054421,0.8,0.123356009,New Point
7.462312925,0.8,0.097233560,New Point
7.567346938,1.3,0.077551020
7.656780045,0.8,0.076916099,New Point
7.809160997,0.8,0.098684807,New Point
7.910748299,0.8,0.172698412,New Point
8.158911564,0.8,0.071111111,New Point
8.232653061,1.55,0.171428571
8.412879818,0.8,0.095782312,New Point
8.589931972,0.8,0.370068027,New Point
8.987573696,0.8,0.107392290,New Point
9.096417233,0.8,0.089977324,New Point
9.192857142,0.8,0.274489795
9.568798185,-0.2,0.174875283
9.819138321,0.8,0.124807256,New Point
10.011224489,0.8,0.124489795,New Point
10.139863945,0.8,0.571791383,New Point
11.251020408,-1.2,0.361224489
11.618684807,0.8,0.648662131,New Point
12.273469387,0.8,0.155102040,New Point
12.428571428,0.8,0.073469387,New Point
12.506122448,0.8,0.030612244,New Point
12.540816326,0.8,0.089795918,New Point
12.630612244,0.8,0.075510204,New Point
12.710204081,0.8,0.063265306,New Point
12.773469387,0.8,0.071428571,New Point
12.988775510,-1.2,0.398979591
13.391836734,0.8,0.081632653,New Point
13.595918367,-1.2,0.268367346
13.934875283,0.8,0.153832199,New Point
14.094512471,0.8,0.117551020,New Point
14.315102040,0.8,0.149478458,New Point
14.467482993,0.8,0.425215419,New Point
14.897052154,0.8,0.039183673,New Point
14.936235827,0.8,0.072562358,New Point
15.014285714,-1.2,0.125510204
15.148979591,-0.7,0.142857142
15.302040816,-0.95,0.116326530
15.943401360,0.8,0.046439909,New Point
15.989841269,0.8,0.046439909,New Point
16.044988662,0.8,0.185759637,New Point
16.230748299,0.8,0.104489795,New Point
16.335238095,0.8,0.081269841,New Point
16.416507936,0.8,0.040634920,New Point
16.457142857,0.8,0.055147392,New Point
16.520997732,0.8,0.095782312,New Point
16.616780045,0.8,0.153832199,New Point
16.770612244,0.8,0.055147392,New Point
16.825759637,0.8,0.301859410,New Point
17.132653061,-0.2,0.189795918
17.871428571,-1.2,0.308163265
18.195736961,0.8,0.290249433,New Point
18.608163265,-0.7,0.318367346
18.937324263,0.8,0.069659863,New Point
19.005532879,0.8,0.081269841,New Point
19.088253968,0.8,0.079818594,New Point
19.172426303,0.8,0.298956916,New Point
19.472448979,0.8,0.120408163,New Point
19.595918367,-0.7,0.129591836
19.731632653,0.8,0.127551020,New Point
19.864671201,0.8,0.088526077,New Point
19.954648526,0.8,0.092879818,New Point
20.047528344,0.8,0.066757369,New Point
20.118639455,0.8,0.029024943,New Point
20.147664399,0.8,0.046439909,New Point
20.224489795,-1.075,0.184693877
20.416145124,0.8,0.470204081,New Point
21.188208616,0.8,0.175600907,New Point
21.363809523,0.8,0.056598639,New Point
21.420408163,0.8,0.082721088,New Point
21.503129251,0.8,0.088526077,New Point
21.594557823,0.3,0.232199546
21.899319727,0.8,0.085623582,New Point
21.984943310,0.8,0.071111111,New Point
22.056054421,0.8,0.050793650,New Point
22.108299319,0.8,0.370068027,New Point
22.482721088,0.8,0.121904761,New Point
22.606077097,0.8,0.143673469,New Point
