0.875510204,New Point
1.367346938,New Point
1.451020408,New Point
1.495918367,New Point
1.744897959,New Point
1.795918367,New Point
1.877551020,New Point
1.932653061,New Point
2.173469387,New Point
2.277551020,New Point
2.340816326,New Point
2.428571428,New Point
2.579591836,New Point
2.659183673,New Point
2.911224489,New Point
3.183673469,New Point
3.330612244,New Point
3.412244897,New Point
4.271428571,New Point
4.395918367,New Point
4.754285714,New Point
4.844897959,New Point
5.036734693,New Point
5.130612244,New Point
5.312244897,New Point
5.406122448,New Point
5.685714285,New Point
5.757142857,New Point
6.010204081,New Point
6.493877551,New Point
6.585714285,New Point
7.189795918,New Point
7.330612244,New Point
7.451020408,New Point
7.595918367,New Point
7.648979591,New Point
7.895918367,New Point
8.222448979,New Point
8.410204081,New Point
8.616326530,New Point
9.093877551,New Point
9.185714285,New Point
10.142857142,New Point
11.638775510,New Point
11.771428571,New Point
12.277551020,New Point
12.428571428,New Point
12.487755102,New Point
12.546938775,New Point
12.630612244,New Point
12.700000000,New Point
13.391836734,New Point
14.079591836,New Point
14.465306122,New Point
14.575510204,New Point
14.826530612,New Point
14.887755102,New Point
15.142857142,New Point
15.294897959,New Point
16.046938775,New Point
16.220408163,New Point
16.330612244,New Point
16.408163265,New Point
16.510204081,New Point
16.602040816,New Point
16.763265306,New Point
17.159183673,New Point
17.242857142,New Point
18.183673469,New Point
18.936734693,New Point
19.467346938,New Point
19.559183673,New Point
19.734693877,New Point
19.857142857,New Point
19.953061224,New Point
20.044897959,New Point
20.102040816,New Point
20.418367346,New Point
20.520408163,New Point
21.369387755,New Point
21.418367346,New Point
21.497959183,New Point
21.591836734,New Point
21.977551020,New Point
22.048979591,New Point
22.475510204,New Point
22.591836734,New Point
22.755102040,New Point
23.363265306,New Point
23.442857142,New Point
23.659183673,New Point
23.785714285,New Point
25.110204081,New Point
25.200000000,New Point
25.281632653,New Point
25.389795918,New Point
25.491836734,New Point
25.604081632,New Point
25.671428571,New Point
25.859183673,New Point
25.930612244,New Point
26.102040816,New Point
26.171428571,New Point
26.238775510,New Point
26.316326530,New Point
26.371428571,New Point
26.844897959,New Point
27.091836734,New Point
27.738775510,New Point
28.106122448,New Point
28.418367346,New Point
28.489795918,New Point
28.618367346,New Point
29.993877551,New Point
30.140816326,New Point
30.467346938,New Point
30.569387755,New Point
30.653061224,New Point
30.814285714,New Point
30.997959183,New Point
31.112244897,New Point
31.195918367,New Point
31.295918367,New Point
31.608163265,New Point
31.691836734,New Point
32.338775510,New Point
32.508163265,New Point
32.614285714,New Point
32.700000000,New Point
32.782222222,New Point
32.981043083,New Point
33.083673469,New Point
33.232653061,New Point
33.493877551,New Point
33.581632653,New Point
33.673287981,New Point
33.979591836,New Point
34.306122448,New Point
34.387755102,New Point
35.100000000,New Point
35.975510204,New Point
36.040816326,New Point
36.110204081,New Point
36.177551020,New Point
36.500000000,New Point
36.679591836,New Point
36.902040816,New Point
37.008163265,New Point
37.191836734,New Point
37.502040816,New Point
37.659183673,New Point
37.742857142,New Point
37.863265306,New Point
38.185714285,New Point
38.261224489,New Point
38.363718820,New Point
38.806122448,New Point
40.171428571,New Point
40.924489795,New Point
41.232653061,New Point
41.308163265,New Point
41.677551020,New Point
41.763265306,New Point
42.343038548,New Point
42.524489795,New Point
42.620408163,New Point
43.375510204,New Point
43.453061224,New Point
43.520408163,New Point
43.581632653,New Point
44.514285714,New Point
44.669387755,New Point
44.820408163,New Point
45.067346938,New Point
45.226530612,New Point
45.308163265,New Point
46.202040816,New Point
46.308163265,New Point
46.503764172,New Point
46.828843537,New Point
47.004081632,New Point
47.169387755,New Point
47.306122448,New Point
47.444897959,New Point
47.540816326,New Point
47.602040816,New Point
47.681632653,New Point
47.828752834,New Point
48.002902494,New Point
48.240816326,New Point
48.389795918,New Point
49.042857142,New Point
49.114557823,New Point
49.171882086,New Point
49.213968253,New Point
50.467346938,New Point
52.181632653,New Point
52.257142857,New Point
52.606122448,New Point
52.710204081,New Point
53.076462585,New Point
53.406122448,New Point
53.479591836,New Point
53.712244897,New Point
53.775510204,New Point
54.385714285,New Point
54.438775510,New Point
54.530612244,New Point
55.112244897,New Point
55.200000000,New Point
55.491337868,New Point
55.574058956,New Point
56.018367346,New Point
57.424489795,New Point
57.652244897,New Point
57.742222222,New Point
58.048979591,New Point
58.226530612,New Point
58.303854875,New Point
58.422857142,New Point
58.507029478,New Point
59.032653061,New Point
59.467346938,New Point
59.565306122,New Point
59.655102040,New Point
59.800000000,New Point
59.853061224,New Point
60.753061224,New Point
60.812244897,New Point
61.242857142,New Point
61.320408163,New Point
62.051020408,New Point
62.211224489,New Point
62.384693877,New Point
62.475510204,New Point
62.706122448,New Point
62.865306122,New Point
62.934693877,New Point
64.057142857,New Point
64.830113378,New Point
64.863492063,New Point
65.326530612,New Point
65.538775510,New Point
65.728571428,New Point
66.211224489,New Point
66.657142857,New Point
66.732653061,New Point
66.783673469,New Point
67.016326530,New Point
67.130612244,New Point
67.189795918,New Point
67.293877551,New Point
67.395918367,New Point
67.465306122,New Point
67.955102040,New Point
68.055102040,New Point
68.132653061,New Point
68.224489795,New Point
68.291836734,New Point
68.673469387,New Point
68.742857142,New Point
68.802040816,New Point
69.059183673,New Point
69.126530612,New Point
69.483673469,New Point
69.642857142,New Point
69.912244897,New Point
70.477551020,New Point
70.544897959,New Point
70.610204081,New Point
71.710476190,New Point
71.812789115,New Point
71.904081632,New Point
71.967346938,New Point
72.026530612,New Point
72.112244897,New Point
72.271428571,New Point
72.348979591,New Point
73.389795918,New Point
73.473469387,New Point
73.553061224,New Point
73.616326530,New Point
73.685714285,New Point
73.757142857,New Point
73.869387755,New Point
74.612244897,New Point
75.173469387,New Point
76.177551020,New Point
76.338775510,New Point
76.434693877,New Point
76.718367346,New Point
77.279591836,New Point
77.848979591,New Point
77.904081632,New Point
77.995918367,New Point
78.210204081,New Point
78.308163265,New Point
78.561224489,New Point
78.665306122,New Point
78.918367346,New Point
79.038775510,New Point
79.336734693,New Point
79.406122448,New Point
79.537755102,New Point
80.940816326,New Point
81.979591836,New Point
83.272448979,New Point
83.334693877,New Point
83.432653061,New Point
84.026530612,New Point
84.908163265,New Point
86.726530612,New Point
87.087755102,New Point
87.253061224,New Point
88.253061224,New Point
88.418367346,New Point
88.530612244,New Point
90.216326530,New Point
90.273469387,New Point
90.736734693,New Point
90.855328798,New Point
91.367346938,New Point
91.504081632,New Point
92.718367346,New Point
92.867346938,New Point
