"/Users/gong/Documents/github/MTG/JingjuSingingAnnotation/educationSegmentation/evaluationGroundTruth/newUnclassified/fem_01_pos_5.wav",0.551473922,0.708208617,324.824
,1.265487528,0.278639455,382.507
,1.549931972,0.388934240,331.806
,2.472925169,1.317732427,533.105
,3.796462584,0.394739229,497.583
,4.464036280,0.383129252,401.625
,4.852970521,0.580498866,437.076
,5.439274376,0.417959183,398.864
,5.863038548,0.476009070,441.569
,6.751201813,0.272834467,403.357
,7.029841269,0.226394558,447.271
,7.262040816,0.464399092,506.396
,7.732244897,0.551473923,450.453
,8.289523809,0.452789115,399.404
,9.206712017,0.272834467,448.157
,9.711746031,0.859138322,441.215
,10.576689342,0.284444444,398.451
,10.866938775,0.505034013,354.689
,11.377777777,2.490340136,402.081
,13.873922902,0.156734694,376.55
,14.901405895,0.104489796,212.934
,15.040725623,0.516643991,329.762
,15.836009069,0.406349207,334.645
,16.248163264,0.441179139,398.918
,16.695147391,0.383129252,332.888
,17.084081632,0.319274376,400.948
,17.623945577,0.371519275,449.335
,18.088344670,0.406349207,444.931
,18.500498865,0.644353742,337.027
,19.150657596,0.249614512,402.497
,19.406077097,0.354104308,337.072
,20.392925169,0.684988662,499.803
,21.083718820,0.313469388,583.416
,21.402993196,0.342494332,504.51
,21.751292516,0.325079365,449.006
,22.279546484,0.859138322,405.288
,23.144489795,0.441179138,449.772
,23.591473922,0.429569161,409.477
,24.932426303,0.870748299,450.8
,25.808979591,0.632743764,330.484
,26.447528344,0.243809524,397.499
,26.697142856,0.388934241,336.314
,27.091882085,0.464399093,399.496
,27.649160997,0.534058957,454.969
,28.560544217,0.487619047,450.411
,29.053968253,0.249614513,502.273
,29.309387754,0.284444445,449.068
,29.599637187,0.940408164,371.135
,30.545850339,0.243809524,328.375
,30.795464852,0.261224490,379.662
,31.062494330,0.290249433,334.508
,31.358548752,0.708208617,397.351
,32.072562357,0.516643991,485.692
,32.595011337,2.902494331,443.822
,42.457687074,0.632743764,438.514
,43.096235827,0.284444444,538.746
,43.386485260,0.441179138,447.373
,44.234013605,1.259682539,673.48
,45.499501133,0.342494331,603.817
,46.016145124,0.406349206,609.535
,46.428299319,1.335147392,543.882
,47.769251700,0.238004535,499.723
,48.013061224,0.336689342,553.754
,48.355555555,0.261224490,599.505
,48.622585033,0.388934241,516
,49.017324262,0.458594105,456.904
,49.481723355,0.435374150,409.626
,50.085442176,0.290249433,448.16
