19.708662131,0.8,0.146575963,New Point
19.859183673,0.8,0.095238095,New Point
19.960204081,0.8,0.081632653
20.053333333,0.8,0.094331065,New Point
20.150566893,0.8,0.116099773,New Point
20.268843537,0.8,0.078367346,New Point
20.349387755,0.8,0.065306122,New Point
20.532970521,0.8,0.288798185,New Point
20.824671201,0.8,0.391655328,New Point
21.265124716,0.8,0.145079365,New Point
21.413151927,0.8,0.436825396,New Point
21.853605442,0.8,0.132789115,New Point
22.316281179,0.8,0.082312925,New Point
22.401088435,0.8,0.101768707,New Point
22.503854875,0.8,0.099773242,New Point
22.674489795,0.8,0.255102040
22.986757369,0.8,0.049387755,New Point
23.039637188,0.8,0.065351473,New Point
23.106485260,0.8,0.060861678,New Point
23.170340136,0.8,0.082811791,New Point
23.254648526,0.8,0.075827664,New Point
23.371383219,0.8,0.037414965,New Point
23.410793650,0.8,0.082312925,New Point
23.494603174,0.8,0.095283446,New Point
23.591383219,0.8,0.087800453,New Point
23.748526077,0.8,0.077823129,New Point
23.828344671,0.8,0.036916099,New Point
23.867755102,0.8,0.098775510,New Point
23.968798185,0.8,0.079092970,New Point
24.050068027,0.8,0.222766439,New Point
24.274331065,0.8,0.096281179,New Point
24.393560090,0.8,0.109251700,New Point
24.503582766,0.8,0.040272108,New Point
24.555192743,0.8,0.133696145,New Point
24.771700680,0.8,0.068344671,New Point
24.843038548,0.8,0.313287981,New Point
25.158321995,0.8,0.126712018,New Point
25.290884353,0.8,0.119727891
25.417142857,0.8,0.179229024
25.695056689,0.8,0.054421768,New Point
25.752380952,0.8,0.089251700
25.843809523,0.8,0.074739229
25.925079365,0.8,0.079818594
26.013605442,0.8,0.068934240,New Point
26.086167800,0.8,0.088526077,New Point
26.178321995,0.8,0.065306122,New Point
26.247981859,0.8,0.092879818,New Point
26.430839002,0.8,0.070385487,New Point
26.504126984,0.8,0.104489795,New Point
26.612970521,0.8,0.038458049,New Point
26.652879818,0.8,0.108117913,New Point
26.798004535,0.8,0.047891156,New Point
26.848072562,0.8,0.195192743
27.051972789,0.8,0.075464852,New Point
27.129342403,0.8,0.083809523,New Point
27.217346938,0.8,0.082653061,New Point
27.304081632,0.8,0.073469387,New Point
27.380680272,0.8,0.021768707
