15.351020408,New Point
15.530612244,New Point
15.648979591,New Point
15.902040816,New Point
16.065306122,New Point
16.257142857,New Point
16.444897959,New Point
16.612244897,New Point
16.771428571,New Point
17.000000000,New Point
17.138775510,New Point
17.453061224,New Point
17.563265306,New Point
18.375510204,New Point
18.575510204,New Point
18.718367346,New Point
18.934693877,New Point
19.126530612,New Point
19.342857142,New Point
19.514285714,New Point
19.685714285,New Point
47.528344671,New Point
48.236553287,New Point
49.185668934,New Point
49.565895691,New Point
49.684897959,New Point
49.800997732,New Point
49.995464852,New Point
50.065124716,New Point
50.227664399,New Point
50.744308390,New Point
50.883628117,New Point
50.976507936,New Point
51.237732426,New Point
51.362539682,New Point
51.571519274,New Point
55.655328798,New Point
55.829478458,New Point
55.965895691,New Point
56.128435374,New Point
56.285170068,New Point
56.430294784,New Point
57.228480725,New Point
57.353287981,New Point
57.454875283,New Point
57.930884353,New Point
58.015056689,New Point
59.181859410,New Point
59.326984126,New Point
59.701405895,New Point
59.832018140,New Point
60.006167800,New Point
60.189024943,New Point
60.519909297,New Point
60.688253968,New Point
61.358730158,New Point
61.750566893,New Point
62.731609977,New Point
62.865124716,New Point
63.146666666,New Point
63.370158730,New Point
63.616870748,New Point
64.226394557,New Point
64.597913832,New Point
64.763356009,New Point
64.902675736,New Point
77.506122448,New Point
77.600000000,New Point
78.061224489,New Point
78.140816326,New Point
78.381632653,New Point
78.459183673,New Point
78.565306122,New Point
78.693877551,New Point
78.808163265,New Point
78.906122448,New Point
79.014285714,New Point
79.118367346,New Point
79.702040816,New Point
80.085714285,New Point
81.700000000,New Point
81.799546485,New Point
81.911292517,New Point
82.004081632,New Point
82.471428571,New Point
82.591836734,New Point
82.689795918,New Point
82.920408163,New Point
83.000000000,New Point
83.983673469,New Point
84.726530612,New Point
84.795918367,New Point
85.140816326,New Point
85.216326530,New Point
85.453061224,New Point
85.740816326,New Point
85.928571428,New Point
86.220408163,New Point
86.361224489,New Point
87.361224489,New Point
87.442857142,New Point
87.812244897,New Point
87.944897959,New Point
88.181632653,New Point
88.353061224,New Point
88.530612244,New Point
89.212244897,New Point
89.318367346,New Point
89.634693877,New Point
89.716326530,New Point
89.873469387,New Point
89.959183673,New Point
90.067346938,New Point
90.202040816,New Point
90.289795918,New Point
90.628571428,New Point
90.746938775,New Point
90.844897959,New Point
91.055102040,New Point
91.134693877,New Point
91.279591836,New Point
91.546938775,New Point
91.683673469,New Point
91.789795918,New Point
91.973469387,New Point
92.228571428,New Point
92.395918367,New Point
92.583673469,New Point
92.663265306,New Point
92.897959183,New Point
93.510204081,New Point
93.634693877,New Point
93.763265306,New Point
93.867346938,New Point
