startTime,pitch,freq,duration,noteStr
1.056507936,67.6994057005,408.156,0.568888889,G#4-30.1c
1.77632653,66.3479067493,377.505,0.464399093,F#4+34.8c
2.321995464,68.2299602128,420.858,0.121904762,G#4+23.0c
2.449705215,71.798926273,517.209,0.121904762,C5-20.1c
2.577414965,68.7528815828,433.764,0.191564626,A4-24.7c
3.024399092,64.2842313225,335.084,0.406349206,E4+28.4c
3.546848072,64.4974290509,339.236,0.243809524,E4+49.7c
3.796462584,66.1375587551,372.946,0.226394558,F#4+13.8c
5.149024942,68.8885677442,437.177,0.139319728,A4-11.1c
5.294149659,71.7946077664,517.08,0.116099773,C5-20.5c
5.42185941,68.4014262453,425.047,0.162539682,G#4+40.1c
5.590204081,66.1903974112,374.086,0.116099773,F#4+19.0c
5.874648525,71.2871025089,502.142,0.371519275,B4+28.7c
6.362267573,68.8484457841,436.165,0.203174603,A4-15.2c
6.623492063,68.3681990919,424.232,0.133514739,G#4+36.8c
6.762811791,66.3277625393,377.066,0.133514739,F#4+32.8c
7.006621314,66.3672946256,377.928,0.168344672,F#4+36.7c
7.180770974,68.3019625104,422.612,0.203174603,G#4+30.2c
7.389750566,71.7281881957,515.1,0.116099773,C5-27.2c
7.558095237,68.6853388175,432.075,0.110294785,A4-31.5c
7.674195011,70.8294581828,489.042,0.185759637,B4-17.1c
7.865759636,68.4737749986,426.827,0.22058957,G#4+47.4c
8.092154194,65.6058055765,361.665,0.145124717,F#4-39.4c
9.293786847,59.6376764315,256.207,0.371519275,C4-36.2c
9.816235827,63.2261018313,315.217,0.429569161,D#4+22.6c
10.303854874,63.3076334452,316.705,0.13351474,D#4+30.8c
10.443174602,61.2208966626,280.742,0.116099774,C#4+22.1c
10.565079364,59.3332401308,251.741,0.185759637,B3+33.3c
10.913378684,56.3853302514,212.326,0.313469388,G#3+38.5c
11.23265306,61.1483485464,279.568,0.145124717,C#4+14.8c
11.40680272,58.8102604613,244.25,0.499229025,B3-19.0c
12.509750566,59.1052848543,248.448,0.772063492,B3+10.5c
13.287619047,61.0971225119,278.742,0.208979592,C#4+9.7c
13.740408162,64.490282911,339.096,0.278639456,E4+49.0c
14.094512471,63.5148222698,320.518,0.267029478,E4-48.5c
15.70249433,64.084846378,331.247,0.417959184,E4+8.5c
16.288798185,55.6454534129,203.443,0.319274377,G#3-35.5c
16.729977323,55.401903289,200.601,0.226394558,G3+40.2c
17.031836734,58.6931977648,242.604,0.17414966,B3-30.7c
17.333696144,60.9182599172,275.877,0.441179139,C#4-8.2c
17.87356009,60.9782114159,276.834,0.121904762,C#4-2.2c
18.00126984,58.8819130056,245.263,0.110294785,B3-11.8c
18.117369614,55.5593771506,202.434,0.383129251,G#3-44.1c
19.440907029,67.2831765678,398.46,0.470204081,G4+28.3c
20.195555555,67.4266974554,401.777,0.313469387,G4+42.7c
20.514829931,63.702471227,324.011,0.249614513,E4-29.8c
20.770249432,67.700762959,408.188,0.162539683,G#4-29.9c
20.938594103,65.9493252578,368.913,0.325079366,F#4-5.1c
21.269478457,68.4780738838,426.933,0.17414966,G#4+47.8c
21.565532879,66.4378789687,379.472,0.313469388,F#4+43.8c
22.093786847,56.5741950528,214.655,0.313469388,A3-42.6c
22.60462585,56.5029135031,213.773,0.179954648,A3-49.7c
22.929705215,59.6950173043,257.057,0.342494331,C4-30.5c
23.376689342,61.5345106834,285.874,0.162539682,D4-46.6c
23.655328797,62.8180381559,307.874,0.226394558,D#4-18.2c
23.90494331,61.0561443312,278.083,0.156734694,C#4+5.6c
24.421587301,62.4518912589,301.431,0.139319728,D4+45.2c
24.566712017,65.7858092529,365.445,1.323537415,F#4-21.4c
26.546213151,63.41656323,318.704,0.243809524,D#4+41.7c
26.795827664,65.9145166574,368.172,0.174149659,F#4-8.6c
26.975782312,61.7884419067,290.098,0.406349206,D4-21.2c
27.387936507,59.1210258162,248.674,0.313469388,B3+12.1c
27.759455781,60.6932115753,272.314,0.127709751,C#4-30.7c
27.968435373,64.2380840921,334.192,0.278639456,E4+23.8c
29.547392289,64.6055873341,341.362,0.22058957,F4-39.4c
29.773786847,64.819196325,345.6,0.162539683,F4-18.1c
30.133696144,61.4704416149,284.818,0.116099774,C#4+47.0c
30.255600906,59.5652233222,255.137,0.145124717,C4-43.5c
30.609705215,56.336339037,211.726,0.226394557,G#3+33.6c
31.079909296,65.1063919174,351.381,0.133514739,F4+10.6c
31.219229024,62.8551114875,308.534,0.145124717,D#4-14.5c
31.370158729,65.6320654258,362.214,0.145124717,F#4-36.8c
31.573333333,58.8413486728,244.689,0.458594104,B3-15.9c
32.618231292,61.1041393879,278.855,0.319274376,C#4+10.4c
33.047800453,61.0973709454,278.746,0.168344671,C#4+9.7c
33.303219954,67.9224702776,413.449,0.179954648,G#4-7.8c
33.686349206,66.3298744218,377.112,0.116099773,F#4+33.0c
33.808253967,63.6870226803,323.722,0.197369615,E4-31.3c
34.191383219,66.834457658,388.265,0.354104309,G4-16.6c
34.615147391,67.5366564455,404.337,0.145124717,G#4-46.3c
34.766077097,70.8359706531,489.226,0.203174603,B4-16.4c
35.172426303,55.5738241553,202.603,0.377324263,G#3-42.6c
35.741315192,59.3887862162,252.55,0.377324263,B3+38.9c
36.240544217,60.8979157249,275.553,0.191564626,C#4-10.2c
36.461133786,61.0928364718,278.673,0.214784581,C#4+9.3c
36.768798185,58.9213965782,245.823,0.214784581,B3-7.9c
36.989387754,55.9708496509,207.303,0.238004535,G#3-2.9c
37.302857142,59.8649754891,259.593,0.191564626,C4-13.5c
37.523446711,61.3107576126,282.203,0.162539683,C#4+31.1c
37.74403628,62.6662798259,305.187,0.197369615,D#4-33.4c
38.016870747,63.1973537823,314.694,0.203174604,D#4+19.7c
38.249070294,61.7227317233,288.999,0.179954648,D4-27.7c
38.533514738,66.2371224086,375.097,0.203174604,F#4+23.7c
38.754104308,60.5782688417,270.512,0.110294784,C#4-42.2c
38.91664399,63.5606730844,321.368,0.214784581,E4-43.9c
39.311383219,59.0363018372,247.46,0.313469388,B3+3.6c
39.630657596,61.0096389343,277.337,0.145124716,C#4+1.0c
39.816417233,63.9193210121,328.095,0.139319728,E4-8.1c
40.838095237,64.3741539823,336.829,0.417959184,E4+37.4c
41.447619047,61.0204972139,277.511,0.139319728,C#4+2.0c
41.86557823,59.6505778163,256.398,0.383129252,C4-34.9c
42.335782312,64.4091206916,337.51,0.104489796,E4+40.9c
42.446077097,60.8296762677,274.469,0.116099773,C#4-17.0c
42.567981859,58.5901324776,241.164,0.174149659,B3-41.0c
42.82340136,55.85580593,205.93,0.30185941,G#3-14.4c
43.305215419,59.6217897969,255.972,0.238004535,C4-37.8c
43.572244897,61.5790854827,286.611,0.203174603,D4-42.1c
43.972789115,59.1132964243,248.563,0.12770975,B3+11.3c
44.106303854,56.6793676698,215.963,0.185759637,A3-32.1c
44.901587301,69.4800733361,452.372,0.145124716,A4+48.0c
45.052517006,71.2079003723,499.85,0.127709751,B4+20.8c
45.186031745,68.1949181863,420.007,0.17414966,G#4+19.5c
45.365986394,66.0089617375,370.186,0.139319728,F#4+0.9c
45.51111111,64.6653284149,342.542,0.249614513,F4-33.5c
45.975510203,61.0400125088,277.824,0.342494331,C#4+4.0c
46.323809523,65.5253915974,359.989,0.139319728,F#4-47.5c
46.492154194,63.7858899693,325.576,0.354104309,E4-21.4c
46.852063491,61.2457919683,281.146,0.110294785,C#4+24.6c
46.968163264,68.1540217212,419.016,0.243809524,G#4+15.4c
47.217777777,66.2312136497,374.969,0.104489796,F#4+23.1c
