startTime,pitch,freq,duration,noteStr
7.018231292,66.8600328326,388.839,0.580498866,G4-14.0c
7.668390022,65.2367105262,354.036,0.551473923,F4+23.7c
8.341768707,66.8917043337,389.551,0.417959183,G4-10.8c
8.765532879,69.9709426518,465.382,0.127709751,A#4-2.9c
9.015147391,63.581400916,321.753,0.551473923,E4-41.9c
9.613061224,63.6947219492,323.866,0.296054421,E4-30.5c
9.914920634,64.9088815917,347.395,0.615328798,F4-9.1c
11.58095238,66.7135570596,385.563,0.26122449,G4-28.6c
11.847981859,65.3322414567,355.995,0.255419501,F4+33.2c
12.236916099,70.0191614023,466.68,0.580498866,A#4+1.9c
12.892879818,66.4975865692,380.783,0.232199546,F#4+49.8c
13.18893424,65.4015958408,357.424,0.267029478,F4+40.2c
13.502403627,63.7813695468,325.491,0.232199547,E4-21.9c
13.740408162,66.845289391,388.508,0.203174604,G4-15.5c
13.949387754,68.9058248712,437.613,0.127709751,A4-9.4c
14.233832199,68.8071564094,435.126,0.220589569,A4-19.3c
14.460226757,66.7094705448,385.472,0.150929705,G4-29.1c
14.675011337,65.0702397066,350.648,0.487619048,F4+7.0c
16.091428571,57.4481265802,225.769,0.272834467,A3+44.8c
16.375873015,54.276999918,187.981,0.185759637,F#3+27.7c
16.677732425,61.8875209843,291.763,0.52244898,D4-11.3c
17.345306122,59.6349057704,256.166,0.174149659,C4-36.5c
17.52526077,57.4770880077,226.147,0.255419501,A3+47.7c
17.943219954,54.1601044322,186.716,0.394739229,F#3+16.0c
18.343764172,61.024863567,277.581,0.145124716,C#4+2.5c
18.529523809,57.6217801798,228.045,0.609523809,A#3-37.8c
19.73696145,57.6880042327,228.919,0.719818595,A#3-31.2c
20.532244897,60.0525558141,262.421,0.208979592,C4+5.3c
20.834104308,63.0617112381,312.238,0.272834467,D#4+6.2c
21.112743763,60.6034658738,270.906,0.203174604,C#4-39.7c
21.420408162,63.0185760221,311.461,0.476009071,D#4+1.9c
23.063219954,63.027467226,311.621,0.435374149,D#4+2.7c
23.684353741,54.6424219114,191.991,0.342494331,G3-35.8c
24.03265306,58.2635288635,236.657,0.116099774,A#3+26.4c
24.154557822,55.1208780527,197.371,0.179954649,G3+12.1c
24.415782312,58.1775061831,235.484,0.203174603,A#3+17.7c
24.711836734,59.9010174095,260.134,0.528253968,C4-9.9c
25.338775509,58.1136483474,234.617,0.684988663,A#3+11.4c
26.94095238,66.1345875881,372.882,0.371519275,F#4+13.5c
27.46340136,66.5133557779,381.13,0.267029478,G4-48.7c
27.736235827,65.1348954381,351.96,0.191564626,F4+13.5c
28.038095237,65.2854440143,355.034,0.516643991,F4+28.5c
28.606984126,64.0320838019,330.239,0.162539683,E4+3.2c
28.775328797,66.6617981876,384.412,0.197369615,G4-33.8c
29.100408162,65.3688218153,356.748,0.510839003,F4+36.9c
29.855056689,54.8267420453,194.046,0.284444444,G3-17.3c
30.145306122,59.7197837388,257.425,0.110294784,C4-28.0c
30.394920634,58.4610829127,239.373,0.162539683,A#3+46.1c
30.661950113,56.902778418,218.768,0.267029478,A3-9.7c
31.178594103,60.3208183425,266.519,0.191564626,C4+32.1c
31.49786848,62.1462454931,296.156,0.203174603,D4+14.6c
31.706848072,60.2007517042,264.677,0.359909297,C4+20.1c
32.095782312,62.5587895303,303.298,0.26122449,D#4-44.1c
32.362811791,64.6818473671,342.869,2.066575963,F4-31.8c
34.893786847,62.792996858,307.429,0.464399093,D#4-20.7c
35.363990929,64.91047623,347.427,0.104489796,F4-9.0c
35.474285713,60.4755029659,268.911,0.487619048,C4+47.5c
36.089614512,57.9062422164,231.823,0.226394557,A#3-9.4c
36.339229024,60.3585174267,267.1,0.162539683,C4+35.8c
36.577233559,63.114691886,313.195,0.423764173,D#4+11.5c
38.202630385,63.3907414771,318.229,0.528253968,D#4+39.1c
38.78893424,59.8366756753,259.169,0.179954648,C4-16.3c
38.974693877,57.4551798555,225.861,0.243809524,A3+45.5c
