4.027936507,-1,0.108117913
4.144761904,-1,0.095056689
4.322539682,-1,0.225668934
4.666326530,-1,0.327551020
5.004081632,-1,0.157142857
5.167346938,-1,0.037755102
5.322448979,-1,0.189795918
5.520408163,-1,0.081632653
5.607142857,-1,0.209455782
5.918185941,-1,0.227845804
6.156190476,-1,0.101587301
6.265034013,-1,0.088526077
6.366621315,-1,0.390521541
6.861224489,-1,0.105102040
6.974489795,-1,0.067346938
7.046938775,-1,0.064285714
7.115306122,-1,0.044897959
7.235714285,-1,0.134693877
7.375510204,-1,0.059183673
7.440816326,-1,0.179591836
8.257596371,-2,0.151655328
8.480612244,-2,0.333673469
8.822448979,-2,0.096938775
8.925510204,-1.5,0.038775510
9.034693877,-2,0.120408163
9.162176870,-2,0.065850340
9.235011337,-1.75,0.125714285
9.363219954,-1.75,0.130839002
10.097052154,-2,0.095056689
10.200816326,-2,0.415510204
10.626031746,-1.75,0.105215419
10.796462585,-1.625,0.067346938
10.869297052,-1.625,0.067845804
10.944625850,-1.5625,0.205306122
11.158639455,-1.59375,0.047891156
11.210884353,-1.59375,0.035555555
11.328253968,-1.59375,0.052879818
11.388117913,-1.57812,0.057868480
11.453968253,-1.57812,0.134965986
11.609251700,-1.57031,0.087800453
11.705759637,-1.59375,0.086349206
11.800816326,-1.59375,0.213333333
12.019954648,-1.75,0.111746031
12.143310657,-1.59375,0.067482993
12.289886621,-1.75,0.235102040
12.535147392,-1.57031,0.100136054
12.641088435,-1.58594,0.166054421
13.299954648,-1.75,0.235102040
13.558276643,-1.625,0.252947845
13.869387755,-1.60938,0.284693877
14.177233560,-1.60938,0.071836734
14.254149659,-1.6875,0.150204081
14.413786848,-1.6875,0.066757369
14.485623582,-1.65625,0.071111111
14.562539682,-1.71875,0.066757369
14.632925170,-1.71875,0.073287981
14.711292517,-1.75,0.106666666
14.824489795,-1.75,0.064580498
14.894875283,-3,0.099410430
15.003718820,-3,0.099410430
15.222131519,-1.875,0.166167800
15.392653061,-1.9375,0.137959183
15.809183673,-1.6875,0.146938775
15.961224489,-1.6875,0.060204081
16.025510204,-1.73438,0.068367346
16.100000000,-1.71875,0.061224489
16.170408163,-1.72656,0.109183673
16.292857142,-1.625,0.060204081
16.430612244,-1.625,0.168367346
16.604761904,-1.72656,0.043900226
16.653650793,-1.72266,0.060861678
16.851882086,-1.8125,0.211156462
17.441451247,-1.75,0.067482993
17.512925170,-1.72461,0.104126984
17.620680272,-1.875,0.228934240
17.933741496,-1.96875,0.083809523
18.093424036,-3,0.089251700
18.192108843,-1.9375,0.140544217
18.757369614,-1.6875,0.219863945
19.089115646,-1.6875,0.047891156
19.140000000,-1.72266,0.112244897
19.258775510,-1.72656,0.080000000
19.414376417,-1.875,0.087800453
19.510566893,-1.8125,0.100861678
19.615056689,-1.7207,0.051519274
19.674557823,-1.72656,0.193015873
19.873832199,-1.72559,0.073333333
19.951156462,-1.72607,0.068843537
20.024988662,-1.8125,0.245419501
20.274421768,-1.57812,0.136190476
20.419773242,-1.7207,0.055147392
20.498140589,-1.59375,0.099410430
20.694784580,-1.72583,0.223492063
20.993015873,-1.90625,0.367891156
21.369614512,-1.72461,0.177052154
21.550294784,-1.7251,0.140770975
21.693968253,-1.72461,0.074013605
21.770884353,-1.72534,0.121972789
22.308299319,-2,0.048888888
22.362675736,-1.92188,0.182448979
22.562539682,-1.875,0.299682539
22.895600907,-1.74219,0.264126984
23.247664399,-1.8125,0.172108843
23.426031746,-1.875,0.078367346
23.505124716,-1.84375,0.059501133
23.574784580,-1.875,0.090702947
23.675646258,-1.875,0.078367346
23.756190476,-1.96875,0.067482993
23.828752834,-1.92969,0.514467120
24.357732426,-1.92969,0.120453514
24.599365079,-1.96875,0.049342403
24.653786848,-1.9375,0.192131519
24.877959183,-1.73828,0.072834467
24.952789115,-1.8125,0.069841269
25.028616780,-1.75,0.221383219
25.331519274,-1.6875,0.319274376
25.664580498,-1.74023,0.085623582
25.890975056,-1.91406,0.238730158
26.572448979,-3,0.340816326
26.920408163,-1.92188,0.105102040
27.033673469,-3,0.090136054
27.255873015,-1.73438,0.246712018
27.509841269,-1.74219,0.310566893
28.044897959,-1.92969,0.338775510
28.970408163,-1.75,0.302040816
29.277551020,-1.74023,0.098979591
29.390816326,-1.875,0.142063492
29.641723356,-1.72583,0.507936507
30.158367346,-1.7251,0.179954648
31.052335600,-1.92969,0.197369614
31.261315192,-1.875,0.149478458
31.418049886,-1.90625,0.133514739
31.648979591,-1.75,0.090816326
31.750000000,-1.73438,0.122448979
31.876530612,-1.73926,0.052040816
32.094331065,-1.7251,0.320725623
32.420861678,-1.72534,0.197369614
32.667573696,-1.72607,0.284444444
33.047800453,-1.74121,0.213333333
33.269841269,-1.74121,0.110294784
33.388843537,-1.74121,0.111746031
33.510748299,-1.84375,0.319863945
34.083990929,-3,0.084172335
34.181224489,-1.92188,0.163990929
34.369886621,-1.82812,0.220589569
34.602086167,-1.89062,0.140770975
34.751020408,-1.7417,0.273469387
35.029591836,-1.7417,0.096938775
35.736235827,-1.92188,0.284444444
