startTime,pitch,freq,duration,noteStr
0.882358276,64.6944154565,343.118,0.702403628,F4-30.6c
1.590566893,67.7239047995,408.734,0.296054421,G#4-27.6c
1.892426303,65.2705162596,354.728,0.359909297,F4+27.0c
2.258140589,63.6901241866,323.78,0.371519274,E4-31.0c
2.710929704,65.2235025043,353.766,0.632743765,F4+22.3c
3.593287981,73.260779663,562.779,0.551473923,C#5+26.1c
4.150566893,71.0687678692,495.849,0.330884353,B4+6.9c
4.539501133,69.6201858634,456.048,0.383129252,A#4-38.0c
4.928435373,68.0518754107,416.551,0.493424037,G#4+5.2c
5.427664398,71.4630038173,507.27,0.191564626,B4+46.3c
5.625034013,69.5471456095,454.128,0.882358276,A#4-45.3c
6.513197278,65.3028434754,355.391,0.336689342,F4+30.3c
7.302675736,69.7871309226,460.467,0.185759637,A#4-21.3c
7.494240362,67.9143450136,413.255,0.162539683,G#4-8.6c
7.662585033,70.010292993,466.441,0.296054422,A#4+1.0c
8.06893424,70.1669531174,470.681,0.162539682,A#4+16.7c
8.237278911,67.8275356581,411.188,0.354104308,G#4-17.2c
8.661043083,69.5446674918,454.063,0.551473923,A#4-45.5c
9.218321995,72.2794887184,531.767,0.220589569,C5+27.9c
9.444716552,68.1932281178,419.966,2.246530613,G#4+19.3c
11.697052153,65.9312955298,368.529,0.243809524,F#4-6.9c
12.892879818,64.6393815596,342.029,0.655963719,F4-36.1c
13.554648525,68.6369493595,430.869,0.150929705,A4-36.3c
13.769433106,68.5325689787,428.279,0.922993197,A4-46.7c
14.698231292,65.6900878879,363.43,0.325079365,F#4-31.0c
15.029115645,68.3111772039,422.837,0.429569161,G#4+31.1c
15.522539682,72.4588850964,537.306,0.835918367,C5+45.9c
16.364263038,73.6619118048,575.971,0.203174603,D5-33.8c
16.57324263,69.6861512845,457.789,0.992653061,A#4-31.4c
17.571700679,67.6938907436,408.026,0.191564626,G#4-30.6c
18.303129251,72.3096095897,532.693,1.184217687,C5+31.0c
19.493151927,70.2457799908,472.829,0.481814059,A#4+24.6c
19.980770974,73.6878021388,576.833,0.255419501,D5-31.2c
20.241995464,72.4348963317,536.562,0.38893424,C5+43.5c
20.636734693,70.6342250316,483.558,0.162539683,B4-36.6c
20.805079364,68.5499421672,428.709,0.853333334,A4-45.0c
21.664217686,69.9687476962,465.323,0.481814059,A#4-3.1c
22.656870747,71.4648807805,507.325,0.127709751,B4+46.5c
22.790385487,73.206923592,561.031,0.197369614,C#5+20.7c
22.99356009,70.4890134791,479.519,0.690793651,A#4+48.9c
23.794648525,65.4423313475,358.266,0.65015873,F4+44.2c
24.450612244,68.3345400549,423.408,1.044897959,G#4+33.5c
25.594195011,72.3866570757,535.069,0.412154195,C5+38.7c
26.012154194,70.2156201008,472.006,3.001179139,A#4+21.6c
29.019138321,68.5922113819,429.757,0.220589569,A4-40.8c
30.336870747,68.4136003578,425.346,0.986848073,G#4+41.4c
31.329523809,72.4091617603,535.765,0.162539682,C5+40.9c
31.49786848,70.3192553687,474.84,0.232199546,A#4+31.9c
31.735873015,68.5754854356,429.342,0.377324263,A4-42.5c
32.217687074,68.1831254878,419.721,0.383129252,G#4+18.3c
32.606621314,65.8983804478,367.829,0.255419502,F#4-10.2c
32.867845804,68.6798085632,431.937,0.267029479,A4-32.0c
33.140680271,72.367362544,534.473,0.13351474,C5+36.7c
33.279999999,70.5919270493,482.378,0.226394558,B4-40.8c
33.512199546,68.1240412004,418.291,0.597913832,G#4+12.4c
34.115918367,65.2511788621,354.332,0.238004535,F4+25.1c
34.35972789,67.1157459815,394.625,0.284444445,G4+11.6c
34.649977323,70.4425219379,478.233,0.255419502,A#4+44.2c
34.911201813,65.3635799755,356.64,0.446984127,F4+36.4c
35.363990929,67.8203345093,411.017,0.104489796,G#4-18.0c
35.474285713,65.6164291107,361.887,0.359909298,F#4-38.4c
35.839999999,63.9633248539,328.93,0.423764173,E4-3.7c
36.26956916,61.7789505736,289.939,0.354104309,D4-22.1c
37.552471655,72.5422001847,539.898,0.243809523,C#5-45.8c
37.802086167,70.2774590418,473.695,0.481814059,A#4+27.7c
38.365170067,72.1881558306,528.969,0.156734694,C5+18.8c
38.52770975,68.5457014855,428.604,0.73723356,A4-45.4c
39.270748298,65.5142789403,359.758,0.330884354,F#4-48.6c
39.607437641,68.8357396243,435.845,0.43537415,A4-16.4c
40.095056689,73.3066775485,564.273,0.220589569,C#5+30.7c
40.321451246,70.2112915296,471.888,0.655963719,A#4+21.1c
40.983219954,72.0916657656,526.029,0.156734694,C5+9.2c
41.145759636,68.6508059319,431.214,0.145124717,A4-34.9c
41.296689342,65.3467759789,356.294,0.975238095,F4+34.7c
42.904671201,73.4038770403,567.45,0.876553288,C#5+40.4c
44.100498865,74.8122453009,615.542,0.330884354,D#5-18.8c
44.605532879,76.8844203774,693.809,0.383129252,F5-11.6c
44.994467119,75.289584943,632.75,0.487619048,D#5+29.0c
45.487891156,76.5720318982,681.402,1.021678004,F5-42.8c
46.515374149,72.6480144363,543.208,0.121904762,C#5-35.2c
46.643083899,69.6805912498,457.642,0.336689343,A#4-31.9c
47.455782312,73.2385242675,562.056,0.963628118,C#5+23.8c
48.425215419,70.2283427675,472.353,0.278639455,A#4+22.8c
48.860589568,76.8764087383,693.488,0.487619048,F5-12.4c
49.354013605,75.1701834324,628.401,0.232199546,D#5+17.0c
49.59201814,76.9680090983,697.167,0.249614512,F5-3.2c
49.847437641,73.2842967935,563.544,0.359909297,C#5+28.4c
50.404716552,69.9160597381,463.909,0.191564626,A#4-8.4c
50.602086167,68.1809804975,419.669,0.232199546,G#4+18.1c
50.840090702,70.0442207024,467.356,0.249614513,A#4+4.4c
51.095510203,74.5071405129,604.789,0.354104309,D#5-49.3c
51.4554195,71.9585885619,522.001,0.249614513,C5-4.1c
51.943038548,69.6325948789,456.375,0.133514739,A#4-36.7c
52.198458049,70.0876178848,468.529,0.325079365,A#4+8.8c
52.529342403,68.2558974783,421.489,0.336689342,G#4+25.6c
53.069206348,69.0128614381,440.327,0.336689343,A4+1.3c
53.411700679,70.1784251352,470.993,0.423764173,A#4+17.8c
53.84126984,72.5529068994,540.232,0.243809524,C#5-44.7c
54.090884353,68.5387525998,428.432,2.467120181,A4-46.1c
56.563809523,66.9319661766,390.458,0.249614512,G4-6.8c
57.968616779,72.987839421,553.976,1.114557823,C#5-1.2c
59.088979591,70.9125206222,491.394,0.156734694,B4-8.8c
59.704308389,65.5851140488,361.233,0.853333334,F#4-41.5c
60.563446711,72.9793057771,553.703,0.899773243,C#5-2.1c
61.509659863,69.9375790736,464.486,0.365714286,A#4-6.2c
61.881179137,68.394582183,424.879,0.470204082,G#4+39.5c
62.357188208,70.0947478463,468.722,0.917188208,A#4+9.5c
63.280181405,67.482623281,403.077,0.104489796,G4+48.3c
63.39047619,65.0590779422,350.422,0.319274376,F4+5.9c
64.12770975,69.8153810706,461.219,0.365714285,A#4-18.5c
64.499229024,70.626203527,483.334,0.52244898,B4-37.4c
65.027482992,68.3338449436,423.391,0.516643991,G#4+33.4c
